,movie_title,title_year,country,budget,director_first_name,director_last_name
3143,The Perfect Man ,2005,USA,25000000,Mark,Rosman
3144,Mo' Better Blues ,1990,USA,10000000,Spike,Lee
3145,Kung Pow: Enter the Fist ,2002,USA,10000000,Steve,Oedekerk
3146,Tremors ,1990,USA,11000000,Ron,Underwood
3147,Wrong Turn ,2003,USA,12600000,Rob,Schmidt
3149,The Corruptor ,1999,USA,30000000,James,Foley
3150,Mud ,2012,USA,10000000,Jeff,Nichols
3151,Reno 911!: Miami ,2007,USA,10000000,Robert,Ben Garant
3152,One Direction: This Is Us ,2013,USA,10000000,Morgan,Spurlock
3154,Hey Arnold! The Movie ,2002,USA,3000000,Tuck,Tucker
3155,My Week with Marilyn ,2011,UK,6400000,Simon,Curtis
3156,The Matador ,2005,USA,10000000,Richard,Shepard
3157,Love Jones ,1997,USA,10000000,Theodore,Witcher
3158,The Gift ,2015,USA,5000000,Joel,Edgerton
3159,End of the Spear ,2005,USA,10000000,Jim,Hanon
3160,Get Over It ,2001,USA,22000000,Tommy,O'Haver
3161,Office Space ,1999,USA,10000000,Mike,Judge
3162,Drop Dead Gorgeous ,1999,Germany,10000000,Michael,Patrick Jann
3163,Big Eyes ,2014,USA,10000000,Tim,Burton
3164,Very Bad Things ,1998,USA,10000000,Peter,Berg
3165,Sleepover ,2004,USA,10000000,Joe,Nussbaum
3167,MacGruber ,2010,USA,10000000,Jorma,Taccone
3168,Dirty Pretty Things ,2002,UK,10000000,Stephen,Frears
3169,Movie 43 ,2013,USA,6000000,Elizabeth,Banks
3170,The Tourist ,2010,USA,100000000,Florian,Henckel von Donnersmarck
3171,Over Her Dead Body ,2008,USA,10000000,Jeff,Lowell
3172,Seeking a Friend for the End of the World ,2012,USA,10000000,Lorene,Scafaria
3175,American History X ,1998,USA,7500000,Tony,Kaye
3176,The Collection ,2012,USA,10000000,Marcus,Dunstan
3177,Teacher's Pet ,2004,USA,10000000,Timothy,Björklund
3178,The Red Violin ,1998,Canada,10000000,François,Girard
3179,The Straight Story ,1999,France,10000000,David,Lynch
3180,Deuces Wild ,2002,USA,10000000,Scott,Kalvert
3181,Bad Words ,2013,USA,10000000,Jason,Bateman
3184,Black or White ,2014,USA,9000000,Mike,Binder
3185,On the Line ,2001,USA,16000000,Eric,Bross
3186,Rescue Dawn ,2006,USA,10000000,Werner,Herzog
3188,"Jeff, Who Lives at Home ",2011,USA,10000000,Jay,Duplass
3189,I Am Love ,2009,Italy,10000000,Luca,Guadagnino
3190,Atlas Shrugged II: The Strike ,2012,USA,10000000,John,Putch
3191,Romeo Is Bleeding ,1993,UK,11500000,Peter,Medak
3192,The Limey ,1999,USA,9000000,Steven,Soderbergh
3193,Crash ,2004,Germany,6500000,Paul,Haggis
3194,The House of Mirth ,2000,UK,10000000,Terence,Davies
3195,Malone ,1987,USA,10000000,Harley,Cokeliss
3196,Peaceful Warrior ,2006,Germany,10000000,Victor,Salva
3197,Bucky Larson: Born to Be a Star ,2011,USA,10000000,Tom,Brady
3198,Bamboozled ,2000,USA,10000000,Spike,Lee
3199,The Forest ,2016,USA,10000000,Jason,Zada
3200,Sphinx ,1981,USA,14000000,Franklin,J. Schaffner
3201,While We're Young ,2014,USA,10000000,Noah,Baumbach
3202,A Better Life ,2011,USA,10000000,Chris,Weitz
3203,Spider ,2002,Canada,8000000,David,Cronenberg
3204,Gun Shy ,2000,USA,10000000,Eric,Blakeney
3205,Nicholas Nickleby ,2002,UK,10000000,Douglas,McGrath
3206,The Iceman ,2012,USA,10000000,Ariel,Vromen
3209,Cecil B. DeMented ,2000,France,10000000,John,Waters
3210,Killer Joe ,2011,USA,11000000,William,Friedkin
3211,The Joneses ,2009,USA,5000000,Derrick,Borte
3212,Owning Mahowny ,2003,Canada,10000000,Richard,Kwietniowski
3213,The Brothers Solomon ,2007,USA,10000000,Bob,Odenkirk
3214,My Blueberry Nights ,2007,Hong Kong,10000000,Kar-Wai,Wong
3216,Swept Away ,2002,UK,10000000,Guy,Ritchie
3217,"War, Inc. ",2008,USA,10000000,Joshua,Seftel
3218,Shaolin Soccer ,2001,Hong Kong,10000000,Stephen,Chow
3219,The Brown Bunny ,2003,USA,10000000,Vincent,Gallo
3221,Rosewater ,2014,USA,5000000,Jon,Stewart
3224,Imaginary Heroes ,2004,USA,4000000,Dan,Harris
3225,High Heels and Low Lifes ,2001,UK,10000000,Mel,Smith
3227,Severance ,2006,UK,5000000,Christopher,Smith
3228,Edmond ,2005,USA,10000000,Stuart,Gordon
3230,Police Academy: Mission to Moscow ,1994,USA,6200000,Alan,Metter
3234,An Alan Smithee Film: Burn Hollywood Burn ,1997,USA,10000000,Arthur,Hiller
3235,The Open Road ,2009,USA,10000000,Michael,Meredith
3236,The Good Guy ,2009,USA,8000000,Julio,DePietro
3237,Motherhood ,2009,USA,5000000,Katherine,Dieckmann
3241,Blonde Ambition ,2007,USA,10000000,Scott,Marshall
3242,The Oxford Murders ,2008,Spain,10000000,Álex,de la Iglesia
3244,Eulogy ,2004,USA,6500000,Michael,Clancy
3255,"The Good, the Bad, the Weird ",2008,South Korea,10000000,Jee-woon,Kim
3259,The Lost City ,2005,USA,9600000,Andy,Garcia
3260,Next Friday ,2000,USA,9500000,Steve,Carr
3262,You Only Live Twice ,1967,UK,9500000,Lewis,Gilbert
3264,Amour ,2012,France,8900000,Michael,Haneke
3265,Poltergeist III ,1988,USA,10500000,Gary,Sherman
3267,"It's a Mad, Mad, Mad, Mad World ",1963,USA,9400000,Stanley,Kramer
3271,Richard III ,1995,UK,6000000,Richard,Loncraine
3274,Melancholia ,2011,Denmark,7400000,Lars,von Trier
3276,Jab Tak Hai Jaan ,2012,India,7217600,Yash,Chopra
3277,Alien ,1979,UK,11000000,Ridley,Scott
3278,The Texas Chain Saw Massacre ,1974,USA,83532,Tobe,Hooper
3279,The Runaways ,2010,USA,10000000,Floria,Sigismondi
3280,Fiddler on the Roof ,1971,USA,9000000,Norman,Jewison
3281,Thunderball ,1965,UK,9000000,Terence,Young
3284,Set It Off ,1996,USA,9000000,F.,Gary Gray
3285,The Best Man ,1999,USA,9000000,Malcolm,D. Lee
3286,Child's Play ,1988,USA,9000000,Tom,Holland
3287,Sicko ,2007,USA,9000000,Michael,Moore
3288,The Purge: Anarchy ,2014,USA,9000000,James,DeMonaco
3289,Down to You ,2000,USA,9000000,Kris,Isacsson
3290,Harold & Kumar Go to White Castle ,2004,USA,9000000,Danny,Leiner
3291,The Contender ,2000,USA,20000000,Rod,Lurie
3292,Boiler Room ,2000,USA,8000000,Ben,Younger
3294,Black Christmas ,2006,USA,9000000,Glen,Morgan
3296,Henry V ,1989,UK,9000000,Kenneth,Branagh
3299,The Way of the Gun ,2000,USA,8500000,Christopher,McQuarrie
3300,Igby Goes Down ,2002,USA,9000000,Burr,Steers
3301,PCU ,1994,USA,8000000,Hart,Bochner
3305,Gracie ,2007,USA,9000000,Davis,Guggenheim
3306,Trust the Man ,2005,USA,9000000,Bart,Freundlich
3307,Hamlet 2 ,2008,USA,9000000,Andrew,Fleming
3310,Glee: The 3D Concert Movie ,2011,USA,9000000,Kevin,Tancharoen
3311,The Legend of Suriyothai ,2001,Thailand,400000000,Chatrichalerm,Yukol
3312,Two Evil Eyes ,1990,Italy,9000000,Dario,Argento
3314,All or Nothing ,2002,UK,9000000,Mike,Leigh
3315,Princess Kaiulani ,2009,USA,9000000,Marc,Forby
3316,Opal Dream ,2006,Australia,11400000,Peter,Cattaneo
3318,Flame and Citron ,2008,Denmark,45000000,Ole,Christian Madsen
3319,Undiscovered ,2005,Germany,9000000,Meiert,Avis
3323,Crocodile Dundee ,1986,Australia,8800000,Peter,Faiman
3328,Awake ,2007,USA,8600000,Joby,Harold
3330,Skin Trade ,2014,Thailand,9000000,Ekachai,Uekrongtham
3332,Crazy Heart ,2009,USA,7000000,Scott,Cooper
3333,The Rose ,1979,USA,8500000,Mark,Rydell
3334,Baggage Claim ,2013,USA,8500000,David,E. Talbert
3337,Election ,1999,USA,8000000,Alexander,Payne
3339,The DUFF ,2015,USA,8500000,Ari,Sandel
3340,Glitter ,2001,USA,22000000,Vondie,Curtis-Hall
3343,Bright Star ,2009,UK,8500000,Jane,Campion
3344,My Name Is Khan ,2010,India,12000000,Karan,Johar
3345,Footloose ,1984,USA,8200000,Herbert,Ross
3347,Limbo ,1999,USA,8000000,John,Sayles
3351,The Karate Kid ,1984,USA,8000000,John,G. Avildsen
3353,Repo! The Genetic Opera ,2008,USA,8500000,Darren,Lynn Bousman
3355,Pulp Fiction ,1994,USA,8000000,Quentin,Tarantino
3357,Nightcrawler ,2014,USA,8500000,Dan,Gilroy
3358,Club Dread ,2004,USA,8550000,Jay,Chandrasekhar
3359,The Sound of Music ,1965,USA,8200000,Robert,Wise
3360,Splash ,1984,USA,8000000,Ron,Howard
3361,Little Miss Sunshine ,2006,USA,8000000,Jonathan,Dayton
3362,Stand by Me ,1986,USA,8000000,Rob,Reiner
3363,28 Days Later... ,2002,UK,8000000,Danny,Boyle
3364,You Got Served ,2004,USA,8000000,Chris,Stokes
3365,Escape from Alcatraz ,1979,USA,8000000,Don,Siegel
3366,Brown Sugar ,2002,USA,8000000,Rick,Famuyiwa
3367,A Thin Line Between Love and Hate ,1996,USA,8000000,Martin,Lawrence
3368,50/50 ,2011,USA,8000000,Jonathan,Levine
3369,Shutter ,2008,USA,8000000,Masayuki,Ochiai
3371,That Awkward Moment ,2014,USA,8000000,Tom,Gormican
3374,Much Ado About Nothing ,1993,UK,8000000,Kenneth,Branagh
3375,On Her Majesty's Secret Service ,1969,UK,7000000,Peter,R. Hunt
3377,New Nightmare ,1994,USA,8000000,Wes,Craven
3378,Drive Me Crazy ,1999,USA,8000000,John,Schultz
3380,Half Baked ,1998,USA,8000000,Tamra,Davis
3381,New in Town ,2009,USA,8000000,Jonas,Elmer
3382,Syriana ,2005,USA,50000000,Stephen,Gaghan
3383,American Psycho ,2000,USA,7000000,Mary,Harron
3384,The Good Girl ,2002,USA,5000000,Miguel,Arteta
3386,The Boondock Saints II: All Saints Day ,2009,USA,8000000,Troy,Duffy
3388,Enough Said ,2013,USA,8000000,Nicole,Holofcener
3389,Easy A ,2010,USA,8000000,Will,Gluck
3391,Shadow of the Vampire ,2000,UK,8000000,E.,Elias Merhige
3392,Prom ,2011,USA,8000000,Joe,Nussbaum
3394,Held Up ,1999,USA,8000000,Steve,Rash
3395,Woman on Top ,2000,USA,8000000,Fina,Torres
3398,Anomalisa ,2015,USA,8000000,Duke,Johnson
3399,Another Year ,2010,UK,10000000,Mike,Leigh
3400,8 Women ,2002,France,8000000,François,Ozon
3401,Showdown in Little Tokyo ,1991,USA,8000000,Mark,L. Lester
3402,Clay Pigeons ,1998,Germany,8000000,David,Dobkin
3403,It's Kind of a Funny Story ,2010,USA,8000000,Anna,Boden
3404,Made in Dagenham ,2010,UK,7200000,Nigel,Cole
3405,When Did You Last See Your Father? ,2007,UK,8000000,Anand,Tucker
3406,Prefontaine ,1997,USA,8000000,Steve,James
3408,The Secret of Kells ,2009,France,6500000,Tomm,Moore
3409,Begin Again ,2013,USA,8000000,John,Carney
3410,Down in the Valley ,2005,USA,8000000,David,Jacobson
3411,Brooklyn Rules ,2007,USA,8000000,Michael,Corrente
3413,The Singing Detective ,2003,USA,8000000,Keith,Gordon
3415,Fido ,2006,Canada,8000000,Andrew,Currie
3416,The Wendell Baker Story ,2005,USA,8000000,Andrew,Wilson
3417,Wild Target ,2010,UK,8000000,Jonathan,Lynn
3418,Pathology ,2008,USA,8000000,Marc,Schölermann
3420,10th & Wolf ,2006,USA,8000000,Robert,Moresco
3421,Dear Wendy ,2004,Italy,50000000,Thomas,Vinterberg
3423,Akira ,1988,Japan,1100000000,Katsuhiro,Ôtomo
3428,Imagine Me & You ,2005,UK,7900000,Ol,Parker
3432,The Blood of Heroes ,1989,Australia,10000000,David,Webb Peoples
3434,Driving Miss Daisy ,1989,USA,7500000,Bruce,Beresford
3435,Soul Food ,1997,USA,7500000,George,Tillman Jr.
3436,Rumble in the Bronx ,1995,Hong Kong,7500000,Stanley,Tong
3438,Thank You for Smoking ,2005,USA,6500000,Jason,Reitman
3439,Hostel: Part II ,2007,USA,10000000,Eli,Roth
3440,An Education ,2009,UK,4500000,Lone,Scherfig
3442,The Hotel New Hampshire ,1984,UK,7500000,Tony,Richardson
3443,Narc ,2002,USA,7500000,Joe,Carnahan
3444,Men with Brooms ,2002,Canada,7500000,Paul,Gross
3445,Witless Protection ,2008,USA,7500000,Charles,Robert Carner
3447,Extract ,2009,USA,8000000,Mike,Judge
3450,Code 46 ,2003,UK,7500000,Michael,Winterbottom
3452,Crash ,2004,Germany,6500000,Paul,Haggis
3453,Albert Nobbs ,2011,UK,8000000,Rodrigo,García
3456,Persepolis ,2007,France,7300000,Vincent,Paronnaud
3459,The Neon Demon ,2016,France,7000000,Nicolas,Winding Refn
3460,Harry Brown ,2009,UK,7300000,Daniel,Barber
3461,Spider-Man 3 ,2007,USA,258000000,Sam,Raimi
3462,The Omega Code ,1999,USA,7500000,Robert,Marcarelli
3463,Juno ,2007,USA,7500000,Jason,Reitman
3465,Diamonds Are Forever ,1971,UK,7200000,Guy,Hamilton
3466,The Godfather ,1972,USA,6000000,Francis,Ford Coppola
3467,Flashdance ,1983,USA,4000000,Adrian,Lyne
3468,500 Days of Summer ,2009,USA,7500000,Marc,Webb
3469,The Piano ,1993,New Zealand,7000000,Jane,Campion
3470,Magic Mike ,2012,USA,7000000,Steven,Soderbergh
3471,Darkness Falls ,2003,USA,11000000,Jonathan,Liebesman
3472,Live and Let Die ,1973,UK,7000000,Guy,Hamilton
3473,My Dog Skip ,2000,USA,5000000,Jay,Russell
3475,Jumping the Broom ,2011,USA,6600000,Salim,Akil
3476,The Great Gatsby ,2013,Australia,105000000,Baz,Luhrmann
3477,"Good Night, and Good Luck. ",2005,USA,7500000,George,Clooney
3478,Capote ,2005,Canada,7000000,Bennett,Miller
3479,Desperado ,1995,USA,7000000,Robert,Rodriguez
3480,The Claim ,2000,UK,20000000,Michael,Winterbottom
3482,Logan's Run ,1976,USA,9000000,Michael,Anderson
3483,The Man with the Golden Gun ,1974,UK,13000000,Guy,Hamilton
3484,Action Jackson ,1988,USA,7000000,Craig,R. Baxley
3485,The Descent ,2005,UK,3500000,Neil,Marshall
3487,Devil's Due ,2014,USA,7000000,Matt,Bettinelli-Olpin
3488,Flirting with Disaster ,1996,USA,7000000,David,O. Russell
3489,The Devil's Rejects ,2005,USA,7000000,Rob,Zombie
3491,Dope ,2015,USA,7000000,Rick,Famuyiwa
3492,In Too Deep ,1999,USA,7000000,Michael,Rymer
3493,Skyfall ,2012,UK,200000000,Sam,Mendes
3494,House of 1000 Corpses ,2003,USA,7000000,Rob,Zombie
3496,A Serious Man ,2009,USA,7000000,Ethan,Coen
3497,Get Low ,2009,USA,7500000,Aaron,Schneider
3498,Warlock ,1989,USA,7000000,Steve,Miner
3500,A Single Man ,2009,USA,7000000,Tom,Ford
3501,The Last Temptation of Christ ,1988,USA,7000000,Martin,Scorsese
3502,Outside Providence ,1999,USA,7000000,Michael,Corrente
3503,Bride & Prejudice ,2004,UK,7000000,Gurinder,Chadha
3504,Rabbit-Proof Fence ,2002,Australia,6000000,Phillip,Noyce
3505,Who's Your Caddy? ,2007,USA,7000000,Don,Michael Paul
3506,Split Second ,1992,UK,7000000,Tony,Maylam
3508,The Other Side of Heaven ,2001,USA,7000000,Mitch,Davis
3511,Redbelt ,2008,USA,7000000,David,Mamet
3512,Cyrus ,2010,USA,7000000,Jay,Duplass
3513,A Dog of Flanders ,1999,USA,7000000,Kevin,Brodie
3514,Auto Focus ,2002,USA,7000000,Paul,Schrader
3515,Factory Girl ,2006,USA,7000000,George,Hickenlooper
3516,We Need to Talk About Kevin ,2011,UK,7000000,Lynne,Ramsay
3518,The Mighty Macs ,2009,USA,7000000,Tim,Chambers
3520,Mother and Child ,2009,USA,4825000,Rodrigo,García
3521,March or Die ,1977,UK,9000000,Dick,Richards
3522,Les visiteurs ,1993,France,50000000,Jean-Marie,Poiré
3523,Somewhere ,2010,USA,7000000,Sofia,Coppola
3525,Chairman of the Board ,1998,USA,10000000,Alex,Zamm
3526,Hesher ,2010,USA,7000000,Spencer,Susser
3529,The Heart of Me ,2002,UK,7000000,Thaddeus,O'Sullivan
3530,Freeheld ,2015,USA,7000000,Peter,Sollett
3531,The Extra Man ,2010,USA,7000000,Shari,Springer Berman
3533,Ca$h ,2010,USA,7000000,Stephen,Milburn Anderson
3534,Wah-Wah ,2005,UK,7000000,Richard,E. Grant
3540,Pale Rider ,1985,USA,6900000,Clint,Eastwood
3542,Dazed and Confused ,1993,USA,6900000,Richard,Linklater
3547,The Chumscrubber ,2005,USA,6800000,Arie,Posin
3548,Shade ,2003,USA,6800000,Damian,Nieman
3549,House at the End of the Street ,2012,Canada,6900000,Mark,Tonderai
3550,Incendies ,2010,Canada,6800000,Denis,Villeneuve
3551,"Remember Me, My Love ",2003,Italy,5000000,Gabriele,Muccino
3553,Elite Squad ,2007,Brazil,4000000,José,Padilha
3554,Annabelle ,2014,USA,6500000,John,R. Leonetti
3555,Bran Nue Dae ,2009,Australia,6500000,Rachel,Perkins
3556,Boyz n the Hood ,1991,USA,6000000,John,Singleton
3557,La Bamba ,1987,USA,6500000,Luis,Valdez
3559,Dressed to Kill ,1980,USA,6500000,Brian,De Palma
3560,The Adventures of Huck Finn ,1993,USA,6500000,Stephen,Sommers
3561,Go ,1999,USA,6500000,Doug,Liman
3562,Friends with Money ,2006,USA,6500000,Nicole,Holofcener
3564,Bats ,1999,USA,6500000,Louis,Morneau
3565,Nowhere in Africa ,2001,Germany,7000000,Caroline,Link
3566,Shame ,2011,UK,6500000,Steve,McQueen
3567,Layer Cake ,2004,UK,4000000,Matthew,Vaughn
3568,The Work and the Glory II: American Zion ,2005,USA,6500000,Sterling,Van Wagenen
3569,The East ,2013,UK,6500000,Zal,Batmanglij
3570,A Home at the End of the World ,2004,USA,6500000,Michael,Mayer
3572,The Messenger ,2009,USA,6500000,Oren,Moverman
3574,Control ,2007,UK,4500000,Anton,Corbijn
3575,The Terminator ,1984,UK,6500000,James,Cameron
3576,Good Bye Lenin! ,2003,Germany,4800000,Wolfgang,Becker
3577,The Damned United ,2009,UK,10000000,Tom,Hooper
3580,Mallrats ,1995,USA,6000000,Kevin,Smith
3581,Grease ,1978,USA,6000000,Randal,Kleiser
3582,Platoon ,1986,UK,6000000,Oliver,Stone
3583,Fahrenheit 9/11 ,2004,USA,6000000,Michael,Moore
3584,Butch Cassidy and the Sundance Kid ,1969,USA,6000000,George,Roy Hill
3585,Mary Poppins ,1964,USA,6000000,Robert,Stevenson
3586,Ordinary People ,1980,USA,6000000,Robert,Redford
3587,Around the World in 80 Days ,2004,USA,110000000,Frank,Coraci
3588,West Side Story ,1961,USA,6000000,Jerome,Robbins
3589,Caddyshack ,1980,USA,6000000,Harold,Ramis
3590,The Brothers ,2001,USA,6000000,Gary,Hardwick
3591,The Wood ,1999,USA,6000000,Rick,Famuyiwa
3592,The Usual Suspects ,1995,USA,6000000,Bryan,Singer
3593,A Nightmare on Elm Street 5: The Dream Child ,1989,USA,8000000,Stephen,Hopkins
3594,Van Wilder: Party Liaison ,2002,Germany,6000000,Walt,Becker
3595,The Wrestler ,2008,USA,6000000,Darren,Aronofsky
3596,Duel in the Sun ,1946,USA,8000000,King,Vidor
3597,Best in Show ,2000,USA,6000000,Christopher,Guest
3598,Escape from New York ,1981,UK,6000000,John,Carpenter
3599,School Daze ,1988,USA,6500000,Spike,Lee
3600,Daddy Day Camp ,2007,USA,6000000,Fred,Savage
3603,Mystic Pizza ,1988,USA,6000000,Donald,Petrie
3605,Sliding Doors ,1998,UK,9000000,Peter,Howitt
3606,Tales from the Hood ,1995,USA,6000000,Rusty,Cundieff
3607,The Last King of Scotland ,2006,UK,6000000,Kevin,Macdonald
3608,Halloween 5 ,1989,USA,3000000,Dominique,Othenin-Girard
3609,Bernie ,2011,USA,5000000,Richard,Linklater
3611,Pollock ,2000,USA,6000000,Ed,Harris
3612,200 Cigarettes ,1999,USA,6000000,Risa,Bramon Garcia
3613,The Words ,2012,USA,6000000,Brian,Klugman
3614,Casa de mi Padre ,2012,USA,6000000,Matt,Piedmont
3615,City Island ,2009,USA,6000000,Raymond,De Felitta
3616,The Guard ,2011,Ireland,6000000,John,Michael McDonagh
3617,College ,2008,USA,6500000,Deb,Hagan
3618,The Virgin Suicides ,1999,USA,6000000,Sofia,Coppola
3620,Miss March ,2009,USA,6000000,Zach,Cregger
3621,Wish I Was Here ,2014,USA,6000000,Zach,Braff
3622,Simply Irresistible ,1999,Germany,6000000,Mark,Tarlov
3624,Hedwig and the Angry Inch ,2001,USA,6000000,John,Cameron Mitchell
3625,Only the Strong ,1993,USA,6000000,Sheldon,Lettich
3627,Shattered Glass ,2003,USA,6000000,Billy,Ray
3628,Novocaine ,2001,USA,6000000,David,Atkins
3631,The Wackness ,2008,USA,6000000,Jonathan,Levine
3634,Beastmaster 2: Through the Portal of Time ,1991,USA,6000000,Sylvio,Tabet
3635,The 5th Quarter ,2010,USA,6000000,Rick,Bieber
3637,The Greatest ,2009,USA,6000000,Shana,Feste
3639,Come Early Morning ,2006,USA,6000000,Joey,Lauren Adams
3640,Lucky Break ,2001,UK,6000000,Peter,Cattaneo
3642,"Surfer, Dude ",2008,USA,6000000,S.R.,Bindler
3647,Deadfall ,2012,USA,12000000,Stefan,Ruzowitzky
3652,L'auberge espagnole ,2002,France,5300000,Cédric,Klapisch
3654,Murder by Numbers ,2002,USA,50000000,Barbet,Schroeder
3655,Winter in Wartime ,2008,Netherlands,4000000,Martin,Koolhoven
3659,The Protector ,2005,Thailand,200000000,Prachya,Pinkaew
3662,Bend It Like Beckham ,2002,UK,3500159,Gurinder,Chadha
3663,Sunshine State ,2002,USA,5600000,John,Sayles
3664,Crossover ,2006,USA,5600000,Preston,A. Whitmore II
3666,[Rec] 2 ,2009,Spain,5600000,Jaume,Balagueró
3668,The Sting ,1973,USA,5500000,George,Roy Hill
3669,Chariots of Fire ,1981,UK,5500000,Hugh,Hudson
3670,Diary of a Mad Black Woman ,2005,USA,5500000,Darren,Grant
3671,Shine ,1996,Australia,5500000,Scott,Hicks
3672,Don Jon ,2013,USA,3000000,Joseph,Gordon-Levitt
3674,Ghost World ,2001,USA,7000000,Terry,Zwigoff
3675,Iris ,2001,UK,5500000,Richard,Eyre
3677,The Chorus ,2004,France,5500000,Christophe,Barratier
3678,Mambo Italiano ,2003,Canada,5000000,Émile,Gaudreault
3679,Wonderland ,2003,USA,5000000,James,Cox
3680,Do the Right Thing ,1989,USA,6500000,Spike,Lee
3681,Harvard Man ,2001,USA,5500000,James,Toback
3682,Le Havre ,2011,Finland,3850000,Aki,Kaurismäki
3684,R100 ,2013,Japan,5500000,Hitoshi,Matsumoto
3687,Salvation Boulevard ,2011,USA,9000000,George,Ratliff
3688,The Ten ,2007,USA,5250000,David,Wain
3690,Headhunters ,2011,Norway,30300000,Morten,Tyldum
3692,Saint Ralph ,2004,Canada,6000000,Michael,McGowan
3696,Insidious: Chapter 2 ,2013,USA,5000000,James,Wan
3697,Saw II ,2005,USA,4000000,Darren,Lynn Bousman
3698,10 Cloverfield Lane ,2016,USA,15000000,Dan,Trachtenberg
3699,Jackass: The Movie ,2002,USA,5000000,Jeff,Tremaine
3700,Lights Out ,2016,USA,4900000,David,F. Sandberg
3701,Paranormal Activity 3 ,2011,USA,5000000,Henry,Joost
3702,Ouija ,2014,USA,5000000,Stiles,White
3703,A Nightmare on Elm Street 3: Dream Warriors ,1987,USA,4500000,Chuck,Russell
3704,The Gift ,2015,USA,5000000,Joel,Edgerton
3705,Instructions Not Included ,2013,Mexico,5000000,Eugenio,Derbez
3706,Paranormal Activity 4 ,2012,USA,5000000,Henry,Joost
3707,The Robe ,1953,USA,5000000,Henry,Koster
3709,Freddy's Dead: The Final Nightmare ,1991,USA,8500000,Rachel,Talalay
3710,Monster ,2003,USA,4500000,Patty,Jenkins
3712,Paranormal Activity: The Marked Ones ,2014,USA,5000000,Christopher,Landon
3714,Dallas Buyers Club ,2013,USA,5000000,Jean-Marc,Vallée
3715,The Lazarus Effect ,2015,USA,3300000,David,Gelb
3716,Memento ,2000,USA,9000000,Christopher,Nolan
3717,Oculus ,2013,USA,5000000,Mike,Flanagan
3718,Clerks II ,2006,USA,5000000,Kevin,Smith
3719,Billy Elliot ,2000,UK,5000000,Stephen,Daldry
3720,The Way Way Back ,2013,USA,5000000,Nat,Faxon
3721,House Party 2 ,1991,USA,5000000,George,Jackson
3723,Doug's 1st Movie ,1999,USA,5000000,Maurice,Joyce
3724,The Apostle ,1997,USA,5000000,Robert,Duvall
3726,Our Idiot Brother ,2011,USA,5000000,Jesse,Peretz
3728,The Players Club ,1998,USA,4500000,Ice,Cube
3729,O ,2001,USA,5000000,Tim,Blake Nelson
3730,"As Above, So Below ",2014,USA,5000000,John,Erick Dowdle
3731,Addicted ,2014,USA,5000000,Bille,Woodruff
3732,Eve's Bayou ,1997,USA,6000000,Kasi,Lemmons
3733,Still Alice ,2014,USA,5000000,Richard,Glatzer
3736,Friday the 13th Part VIII: Jason Takes Manhattan ,1989,USA,5000000,Rob,Hedden
3737,My Big Fat Greek Wedding ,2002,USA,5000000,Joel,Zwick
3738,Spring Breakers ,2012,USA,5000000,Harmony,Korine
3739,Halloween: The Curse of Michael Myers ,1995,USA,5000000,Joe,Chappelle
3740,Y Tu Mamá También ,2001,Mexico,2000000,Alfonso,Cuarón
3741,Shaun of the Dead ,2004,UK,4000000,Edgar,Wright
3742,The Haunting of Molly Hartley ,2008,USA,5000000,Mickey,Liddell
3743,Lone Star ,1996,USA,5000000,John,Sayles
3744,Halloween 4: The Return of Michael Myers ,1988,USA,5000000,Dwight,H. Little
3745,April Fool's Day ,1986,USA,5000000,Fred,Walton
3746,Diner ,1982,USA,5000000,Barry,Levinson
3747,Lone Wolf McQuade ,1983,USA,5000000,Steve,Carver
3748,Apollo 18 ,2011,USA,5000000,Gonzalo,López-Gallego
3749,Sunshine Cleaning ,2008,USA,8000000,Christine,Jeffs
3750,No Escape ,2015,USA,5000000,John,Erick Dowdle
3754,Not Easily Broken ,2009,USA,8000000,Bill,Duke
3757,Digimon: The Movie ,2000,USA,5000000,Mamoru,Hosoda
3758,Saved! ,2004,USA,5000000,Brian,Dannelly
3759,The Barbarian Invasions ,2003,Canada,6000000,Denys,Arcand
3761,The Forsaken ,2001,USA,5000000,J.S.,Cardone
3763,UHF ,1989,USA,5000000,Jay,Levey
3765,Slums of Beverly Hills ,1998,USA,5000000,Tamara,Jenkins
3767,Made ,2001,USA,5000000,Jon,Favreau
3768,Moon ,2009,UK,5000000,Duncan,Jones
3771,The Sweet Hereafter ,1997,Canada,5000000,Atom,Egoyan
3772,Of Gods and Men ,2010,France,4000000,Xavier,Beauvois
3773,Bottle Shock ,2008,USA,5000000,Randall,Miller
3775,Heavenly Creatures ,1994,New Zealand,5000000,Peter,Jackson
3776,90 Minutes in Heaven ,2015,USA,5000000,Michael,Polish
3777,Everything Must Go ,2010,USA,5000000,Dan,Rush
3778,Zero Effect ,1998,USA,5000000,Jake,Kasdan
3779,The Machinist ,2004,Spain,5000000,Brad,Anderson
3780,Light Sleeper ,1992,USA,5000000,Paul,Schrader
3781,Kill the Messenger ,2014,USA,5000000,Michael,Cuesta
3782,Rabbit Hole ,2010,USA,5000000,John,Cameron Mitchell
3783,Party Monster ,2003,USA,5000000,Fenton,Bailey
3784,Green Room ,2015,USA,5000000,Jeremy,Saulnier
3787,Bottle Rocket ,1996,USA,7000000,Wes,Anderson
3788,Albino Alligator ,1996,USA,5000000,Kevin,Spacey
